.6616279,1.158754,2.364966E-02,4.556394,79.7343
.66411,1.156084,2.366377E-02,9.699673,67.5863
.6627351,1.157074,2.362181E-02,9.581861,67.5533
.6651139,1.158254,2.363727E-02,15.15205,51.8405
.6672688,1.157302,2.358583E-02,5.497615,78.8734
.6634319,1.157144,2.360914E-02,13.09329,57.8723
.6633166,1.158563,2.367525E-02,4.790705,79.5408
.6629915,1.156685,2.351855E-02,10.77295,64.543
.6591144,1.156162,2.353757E-02,9.470556,67.2774
.6634601,1.156075,2.363749E-02,4.006537,81.7382
.6633254,1.158407,2.353287E-02,9.338428,68.277
.6669001,1.158612,2.363679E-02,10.1606,66.6944
.6632723,1.157568,2.364581E-02,4.540413,80.2584
.66201,1.157596,2.362577E-02,7.179828,73.5674
.6594686,1.158056,2.366098E-02,9.040106,68.1634
.6609038,1.157303,2.362168E-02,8.877596,69.0102
.6638027,1.156236,2.359208E-02,2.963401,84.2145
.6613431,1.156716,2.363736E-02,13.91354,54.979
.6650581,1.158843,2.363235E-02,13.73467,56.1181
.6660604,1.157678,2.365608E-02,6.120025,77.0186
.6643463,1.158804,2.361819E-02,9.694348,67.4121
.6661665,1.157881,2.361831E-02,14.72804,53.4499
.6633637,1.157672,2.360103E-02,10.42338,65.3747
.6661906,1.15759,2.358968E-02,9.148861,69.4092
.6588975,1.157907,2.363628E-02,10.11066,65.2234
.6607431,1.156232,2.363127E-02,6.532621,75.0702
.6640538,1.158612,2.360671E-02,1.608497,87.0049
.6610706,1.156767,2.364618E-02,8.589691,69.8327
.6681145,1.1603,2.356953E-02,5.859038,77.8307
.6676099,1.156709,2.362533E-02,8.135801,72.4127
.6641452,1.155811,2.363619E-02,14.39312,54.1989
.6651555,1.158217,2.366432E-02,6.289396,76.3438
.6597331,1.154684,2.353617E-02,10.30063,65.3311
.6634528,1.15747,.0235994,7.442269,73.2424
.6624244,1.156756,2.345904E-02,12.09901,60.7986
.662066,1.155834,2.366867E-02,13.00505,57.8693
.661576,1.156518,.0235297,11.99442,60.8368
.6676092,1.15771,2.351892E-02,15.97604,50.0676
.6638549,1.157589,2.365857E-02,7.211363,73.8499
.6660724,1.157369,.023634,4.640193,80.6379
.6653196,1.154729,2.358845E-02,4.596414,80.9263
.6667695,1.157722,2.368885E-02,11.30771,63.5314
.6646203,1.158719,2.351686E-02,11.5084,62.6475
.6651631,1.1575,2.364651E-02,10.98663,64.1655
.6625063,1.15777,2.366556E-02,6.714708,74.7863
.6693559,1.153132,2.361738E-02,1.281706,89.5533
.664501,1.159205,2.348403E-02,6.701893,75.1988
.6655958,1.159631,2.354915E-02,18.83618,39.8821
.6596186,1.159056,2.359192E-02,8.420291,69.7738
.6643634,1.159466,2.358527E-02,2.558244,84.8472
.6676609,1.158581,.0236313,15.16874,52.3147
.6679028,1.156169,2.354852E-02,11.03952,64.8643
.6618473,1.15833,2.357697E-02,9.419012,67.7158
.6601629,1.158121,2.369018E-02,-1.951409,93.8645
.6647018,1.158778,2.367196E-02,8.898864,69.5419
.6628523,1.157426,2.359049E-02,14.03699,54.9456
.6663287,1.1589,.0235566,10.62012,65.3899
.6628925,1.158403,2.358805E-02,7.722078,72.3207
.6638562,1.155139,.023609,10.13297,66.5238
.6647373,1.157999,2.366748E-02,17.15459,45.2504
.6612021,1.158446,2.356027E-02,14.40603,53.4439
.662069,1.158301,2.363473E-02,4.372568,80.3204
.6645713,1.156429,2.367874E-02,5.637684,78.0178
.6641164,1.15792,.0236301,2.103053,86.0022
.666389,1.157212,2.365362E-02,12.95844,58.8174
.6638867,1.159554,2.360648E-02,16.94395,45.7934
.6650779,1.158369,2.365691E-02,12.21087,60.5915
.6631251,1.156948,2.349362E-02,13.95291,55.4723
.659973,1.158091,2.361919E-02,2.822908,83.4999
.6597438,1.159684,2.363721E-02,3.39233,81.9513
.6650319,1.158984,2.361759E-02,11.66842,62.1203
.6605103,1.154906,2.364441E-02,8.588943,69.9209
.6636318,1.159979,2.361143E-02,7.976961,71.6314
.6629582,1.158508,2.368396E-02,7.73465,72.2109
.662516,1.158073,2.349683E-02,8.66538,69.9393
.6643323,1.158401,2.354419E-02,3.760816,82.2425
.664137,1.157179,2.362914E-02,10.72931,64.7153
.6631798,1.155497,2.355259E-02,5.32784,78.6563
.6647182,1.157882,2.373333E-02,15.66981,49.9546
.6617306,1.156949,2.372038E-02,5.156531,78.5033
.6639056,1.157727,2.363148E-02,2.527886,85.0272
.6643287,1.159864,.0236574,9.572389,67.5795
.6654252,1.157096,2.351828E-02,-.7707348,92.6153
.6604305,1.158466,2.361372E-02,7.385896,72.6308
.662895,1.15749,2.358733E-02,5.293162,78.4245
.6574244,1.15908,2.357813E-02,2.596354,83.3767
.6655944,1.15939,2.356556E-02,4.599337,80.4213
.6601783,1.159045,2.372036E-02,8.086064,70.6389
.6597582,1.160405,2.362403E-02,7.733091,71.3902
.6652009,1.157411,2.368093E-02,7.089705,74.4422
.6642432,1.156532,2.366161E-02,-.6383789,92.1742
.6624679,1.156518,2.369882E-02,8.122572,71.3187
.6663809,1.15881,2.364367E-02,11.04104,64.1418
.659678,1.158879,.0236576,7.472892,72.1739
.664731,1.1587,2.358943E-02,8.26379,71.2861
.6654734,1.157241,2.376518E-02,-5.314009,101.8327
.6635955,1.155385,2.364061E-02,12.46515,59.8588
.6583986,1.157237,.0236687,13.71055,54.8682
.6609364,1.161382,2.351534E-02,12.02654,60.1629
.6626034,1.157824,2.363708E-02,13.22813,57.1906
.662344,1.155821,2.372169E-02,10.63628,64.6178
.664138,1.160129,.0237279,3.576508,82.3509
.660912,1.158718,2.357252E-02,9.901598,66.1972
.6620206,1.158165,.0235293,9.290404,68.1596
.666433,1.154281,2.364576E-02,11.21426,64.1318
.6657228,1.157987,2.359831E-02,7.256312,74.1301
.6625475,1.159742,2.368751E-02,11.5699,61.7039
.6612267,1.158575,2.359934E-02,10.11633,65.6688
.6624525,1.157585,2.362407E-02,.5614517,89.0933
.663269,1.158409,2.364667E-02,8.931923,69.2193
.6655483,1.160807,2.355597E-02,10.24198,66.0546
.6613697,1.159868,2.357821E-02,9.816091,66.3963
.6642718,1.156441,2.364242E-02,4.336356,81.0872
.6659871,1.156873,2.363074E-02,8.70117,70.579
.6640913,1.155666,2.368906E-02,6.628728,75.5586
.6650081,1.159374,2.362485E-02,13.48595,56.8123
.6631708,1.160735,2.365541E-02,10.01602,66.0586
.6651362,1.159119,2.360531E-02,5.856774,77.33
.6587723,1.159714,2.352443E-02,9.202847,67.555
.6636662,1.155912,2.351855E-02,13.86658,55.8961
.6643684,1.156106,2.365423E-02,11.8154,61.798
.6636039,1.158933,2.353822E-02,-.120395,90.6209
.6646492,1.157881,2.361831E-02,14.72804,53.1272
.6633637,1.157672,2.360103E-02,10.42338,65.3747
.6661906,1.15759,2.358968E-02,9.148861,69.4092
.6588975,1.157907,2.363628E-02,10.11066,65.2234
.6607431,1.156232,2.363127E-02,6.532621,75.0702
.6640538,1.158612,2.360671E-02,1.608497,87.0049
.6610706,1.156767,2.364618E-02,8.589691,69.8327
.6681145,1.1603,2.356953E-02,5.859038,77.8307
.6676099,1.156709,2.362533E-02,8.135801,72.4127
.6641452,1.155811,2.363619E-02,14.39312,54.1989
.6651555,1.158217,2.366432E-02,6.289396,76.3438
.6597331,1.154684,2.353617E-02,10.30063,65.3311
.6634528,1.15747,.0235994,7.442269,73.2424
.6624244,1.156756,2.345904E-02,12.09901,60.7986
.662066,1.155834,2.366867E-02,13.00505,57.8693
.661576,1.156518,.0235297,11.99442,60.8368
.6676092,1.15771,2.351892E-02,15.97604,50.0676
.6638549,1.157589,2.365857E-02,7.211363,73.8499
.6660724,1.157136,2.362824E-02,4.375348,81.2944
.6639801,1.156183,2.357564E-02,1.836613,86.7992
.6642857,1.156224,2.369509E-02,15.1115,51.8506
.6649727,1.1592,2.363393E-02,7.240744,73.8466
.6606799,1.16002,2.368841E-02,5.501383,77.1107
.6651789,1.158359,2.356978E-02,5.634388,77.9878
.6664919,1.159116,.0236142,8.443622E-02,90.7602
.6616932,1.155771,2.354758E-02,3.748124,82.042
.6629184,1.15683,2.352494E-02,4.273659,80.9542
.6651848,1.15793,2.352572E-02,3.674601,82.6841
.6598088,1.158724,.0235574,10.65168,63.952
.6624746,1.157531,.0236882,11.05687,63.3459
.6605718,1.155228,2.359483E-02,14.40275,53.5391
.6641549,1.155269,2.351938E-02,6.558339,75.9105
.662603,1.158772,2.363746E-02,9.069684,68.6877
.6617077,1.157736,2.360326E-02,7.438546,72.8537
.6616327,1.156554,2.372069E-02,2.296549,85.2032
.6618138,1.15911,2.373127E-02,7.058626,73.5813
.6554321,1.157952,2.355581E-02,10.60255,63.2549
.6618917,1.157983,2.358653E-02,6.151015,76.0787
.6645173,1.156369,2.358952E-02,11.02817,64.1029
.6660427,1.159215,2.369132E-02,6.674295,75.4433
.6671091,1.157048,2.350264E-02,8.258315,72.0633
.6621996,1.158496,.023521,13.19873,57.3208
.6655701,1.157049,2.361541E-02,3.079778,84.2103
.6641534,1.158084,2.363446E-02,9.976042,66.6725
.6635783,1.158355,2.369042E-02,11.6012,61.9649
.6654807,1.155599,.0236077,5.101053,79.6429
.6646265,1.160018,2.356953E-02,12.94534,58.3507
.6607196,1.156933,2.347267E-02,10.77453,64.093
.6672324,1.159209,2.356145E-02,5.447619,78.7716
.6610938,1.157413,2.351994E-02,13.38305,56.648
.6637064,1.156661,.0235651,16.0534,48.9737
.6611887,1.156451,2.361608E-02,13.69798,55.6559
.6620981,1.157733,2.354657E-02,2.841954,83.9614
.6624801,1.159415,2.364834E-02,12.79087,58.2802
.6597595,1.158863,2.362394E-02,6.488683,74.6799
.6653972,1.157559,2.374267E-02,9.678759,67.6706
.662558,1.157214,2.364716E-02,6.25385,76.0151
.6607724,1.157919,2.369322E-02,7.938374,71.2895
.6618092,1.157375,2.361185E-02,11.63882,61.6919
.6648989,1.158945,2.357563E-02,5.031634,79.3013
.662066,1.157007,2.362083E-02,-1.108437,92.6451
.6643017,1.157932,2.350517E-02,.5024019,89.5658
.6643642,1.158627,2.361164E-02,6.80135,74.8997
.6659397,1.156644,2.360717E-02,17.18724,45.6499
.6600283,1.157861,2.371633E-02,6.483383,74.7996
.6618397,1.156166,2.355837E-02,12.55608,59.2747
.6624028,1.158451,.0236259,7.585476,72.5288
.6637462,1.156376,2.353972E-02,10.09017,66.5667
.661109,1.156004,.0236138,9.700074,67.0166
.6605137,1.157107,2.358071E-02,-3.406601,97.0031
.6635371,1.157305,2.356745E-02,8.316026,71.0746
.6635886,1.158694,2.348663E-02,5.307967,78.4457
.6658251,1.156234,2.367453E-02,6.407962,76.4164
.6640189,1.156442,2.362724E-02,3.616715,82.7214
.6619689,1.155575,2.363509E-02,3.736682,82.118
.6666241,1.16011,2.365271E-02,12.44842,60.0725
.6642407,1.157421,2.354257E-02,14.85028,52.8504
.666364,1.156827,2.365801E-02,9.986562,67.2167
.6617405,1.156872,.0236917,12.20419,59.9997
.6634715,1.154976,2.356857E-02,2.410214,85.564
.6608754,1.156228,.0236,5.511269,77.6191
.6599929,1.156407,2.365816E-02,8.73229,69.2614
.6600235,1.156203,2.352022E-02,11.0568,63.1828
.661258,1.158586,2.358862E-02,7.561842,72.3652
.6663556,1.158724,2.353979E-02,.8226827,89.1968
.6627167,1.159867,2.363173E-02,.9402543,88.031
.6597763,1.157188,2.359191E-02,11.19621,62.5515
.6643781,1.158046,2.356894E-02,8.162736,71.5626
.6630452,1.157488,2.356702E-02,4.702821,79.8729
.6676218,1.155732,2.357166E-02,12.18655,61.5882
.6680343,1.157359,2.340792E-02,8.797029,70.9247
.6611961,1.158569,2.357366E-02,8.885241,68.9631
.6623932,1.157049,2.364103E-02,4.161807,81.0314
.6625097,1.158715,2.368017E-02,12.4931,59.168
.6664774,1.157227,2.370753E-02,6.148207,77.0573
.6591238,1.157768,2.358156E-02,10.389,64.5931
.6598392,1.159456,2.366804E-02,6.151515,75.4301
.6635187,1.155999,2.363169E-02,9.181252,68.8888
.6642611,1.158355,2.361694E-02,9.974014,66.6921
